Element, I1_1, Ang1_1, I1_2, Ang1_2, I1_3, Ang1_3, I1_4, Ang1_4, Iresid1, AngResid1, I2_1, Ang2_1, I2_2, Ang2_2, I2_3, Ang2_3, I2_4, Ang2_4, Iresid2, AngResid2
Line.LN5956457-3,    20.6253,   -58.74,    50.6311,   178.12,    39.1384,    64.15,          0,     0.00,     29.873,   139.87,    20.6257,   121.25,    50.6316,    -1.88,    39.1387,  -115.85,          0,     0.00,     29.873,   -40.13
Line.LN5956487-1,      18.71,   -58.70,    50.6316,   178.12,    39.1387,    64.15,          0,     0.00,    31.6898,   138.73,    18.7107,   121.29,    50.6324,    -1.89,    39.1391,  -115.85,          0,     0.00,    31.6897,   -41.27
Line.LN6380838-1,    17.4355,   -58.67,    50.6324,   178.11,    39.1391,    64.15,          0,     0.00,     32.905,   138.05,     17.436,   121.33,    50.6329,    -1.89,    39.1395,  -115.85,          0,     0.00,     32.905,   -41.95
Line.LN5895812-1,    6.33914,   -57.77,    50.6329,   178.11,    39.1395,    64.15,          0,     0.00,    43.6288,   133.73,    6.33944,   122.22,    50.6333,    -1.89,    39.1397,  -115.86,          0,     0.00,    43.6287,   -46.27
Line.LN6229829-2,    6.33944,   -57.78,    49.7827,   178.11,    39.1397,    64.14,          0,     0.00,    43.0254,   132.93,    6.33962,   122.21,    49.7829,    -1.89,    39.1398,  -115.86,          0,     0.00,    43.0253,   -47.07
Line.LN6229829-3,    6.33962,   -57.79,    49.7829,   178.11,    39.1398,    64.14,          0,     0.00,    43.0253,   132.93,    6.33973,   122.21,     49.783,    -1.89,    39.1399,  -115.86,          0,     0.00,    43.0253,   -47.07
Line.LN6375549-4,    6.33973,   -57.79,  0.0143355,   -74.06,    39.1399,    64.14,          0,     0.00,    36.1795,    55.57,     6.3399,   122.20,  0.0136704,   105.94,      39.14,  -115.86,          0,     0.00,    36.1795,  -124.43
Line.LN6375549-3,     6.3399,   -57.80,  0.0136704,   -74.06,      39.14,    64.14,          0,     0.00,    36.1795,    55.57,    6.34039,   122.19,  0.0117596,   105.94,    39.1403,  -115.86,          0,     0.00,    36.1795,  -124.43
Line.LN6375549-6,    6.34039,   -57.81,  0.0117596,   -74.06,    38.2685,    64.14,          0,     0.00,    35.3172,    55.37,      6.341,   122.17,  0.0093847,   105.94,    38.2689,  -115.86,          0,     0.00,    35.3172,  -124.63
Line.LN6375549-5,      6.341,   -57.83,  0.0093847,   -74.06,    38.2689,    64.14,          0,     0.00,    35.3172,    55.37,    6.34117,   122.16, 0.00871708,   105.94,     38.269,  -115.86,          0,     0.00,    35.3172,  -124.63
Line.LN5517002-3,    6.34117,   -57.84, 0.00871708,   -74.06,    36.8118,    64.15,          0,     0.00,    33.8769,    55.00,    6.34163,   122.15, 0.00689388,   105.94,    36.8121,  -115.86,          0,     0.00,    33.8769,  -125.00
Line.LN5517002-9,    6.34163,   -57.85, 0.00689388,   -74.06,    36.8121,    64.14,          0,     0.00,    33.8769,    55.00,    6.34224,   122.13, 0.00453176,   105.94,    36.8125,  -115.86,          0,     0.00,    33.8769,  -125.00
Line.LN5517002-2,    5.06793,   -57.53, 0.00453176,   -74.06,    36.8125,    64.14,          0,     0.00,    34.4202,    56.94,    5.06795,   122.47, 0.00444255,   105.94,    36.8126,  -115.86,          0,     0.00,    34.4202,  -123.06
Line.LN5965099-10,    5.06795,   -57.53, 0.00444255,   -74.06,    36.8126,    64.14,          0,     0.00,    34.4202,    56.94,    5.06816,   122.46, 0.00363385,   105.94,    36.8127,  -115.86,          0,     0.00,    34.4202,  -123.06
Line.LN5965099-11,    5.06816,   -57.54, 0.00363385,   -74.06,    36.8127,    64.14,          0,     0.00,    34.4202,    56.94,    5.06838,   122.45, 0.00273861,   105.94,    36.8129,  -115.86,          0,     0.00,    34.4202,  -123.06
Line.LN5965099-8,    5.06838,   -57.55, 0.00273861,   -74.06,    35.3564,    64.13,          0,     0.00,    32.9761,    56.61,    5.06856,   122.45, 0.00203656,   105.94,    35.3566,  -115.87,          0,     0.00,    32.9761,  -123.39
Line.LN5965099-9,    5.06856,   -57.55, 0.00203656,   -74.06,    35.3566,    64.13,          0,     0.00,    32.9761,    56.61,    5.06904,   122.42, 9.21858E-005,   105.93,    35.3569,  -115.87,          0,     0.00,    32.9761,  -123.39
Line.LN5965099-2,    3.79526,   -57.01, 9.21871E-005,   -74.07,    35.3569,    64.13,          0,     0.00,    33.5518,    58.57,    3.79528,   122.99, 1.69528E-005,   105.93,    35.3569,  -115.87,          0,     0.00,    33.5518,  -121.43
Line.LN5486729-1, 1.64204E-005,    47.45, 1.69524E-005,   -74.06, 1.66459E-005,   164.39,          0,     0.00, 3.88223E-007,   134.56, 9.31323E-010,    90.00, 4.41765E-009,   108.43, 3.35793E-009,  -123.69,          0,     0.00, 4.00577E-009,   144.46
Line.LN5682339-1,    61.5688,   -59.37,    14.8871,   179.20,    34.0312,    64.98,          0,     0.00,    37.8693,   -35.40,    61.5692,   120.62,    14.8875,    -0.80,    34.0314,  -115.02,          0,     0.00,    37.8693,   144.60
Line.LN5621841-2,    61.5692,   -59.38,    14.8875,   179.20,    34.0314,    64.98,          0,     0.00,    37.8693,   -35.40,    61.5693,   120.62,    14.8876,    -0.80,    34.0314,  -115.02,          0,     0.00,    37.8693,   144.60
Line.LN5895780-3,    61.5693,   -59.38,    14.8876,   179.20,    34.0314,    64.98,          0,     0.00,    37.8693,   -35.40,    61.5697,   120.62,     14.888,    -0.81,    34.0317,  -115.02,          0,     0.00,    37.8693,   144.60
Line.LN5651975-1,    61.5697,   -59.38,     14.888,   179.19,    33.1684,    64.99,          0,     0.00,      38.03,   -36.68,      61.57,   120.62,    14.8883,    -0.81,    33.1686,  -115.02,          0,     0.00,    38.0301,   143.32
Line.LN5863706-1,      61.57,   -59.38,    14.8883,   179.19,    33.1686,    64.98,          0,     0.00,    38.0301,   -36.68,    61.5701,   120.62,    14.8885,    -0.82,    33.1687,  -115.02,          0,     0.00,    38.0301,   143.32
Line.LN6047578-1,    60.8101,   -59.38,    14.8885,   179.18,    33.1687,    64.98,          0,     0.00,    37.3299,   -36.23,    60.8105,   120.62,     14.889,    -0.82,     33.169,  -115.02,          0,     0.00,    37.3299,   143.77
Line.LN5502538-1,    59.5399,   -59.38,     14.889,   179.18,     33.169,    64.98,          0,     0.00,    36.1647,   -35.44,    59.5406,   120.62,    14.8898,    -0.83,    33.1694,  -115.02,          0,     0.00,    36.1648,   144.56
Line.LN5558792-1,    59.5406,   -59.38,    14.8898,   179.17,    31.7246,    64.99,          0,     0.00,    36.4478,   -37.67,    59.5407,   120.62,    14.8898,    -0.83,    31.7246,  -115.01,          0,     0.00,    36.4478,   142.33
Line.LN6073575-2,    59.5407,   -59.38,    14.8898,   179.17,    31.7246,    64.99,          0,     0.00,    36.4478,   -37.67,    59.5408,   120.62,      14.89,    -0.83,    31.7247,  -115.01,          0,     0.00,    36.4478,   142.33
Line.LN6073575-3,    59.5408,   -59.38,      14.89,   179.17,    31.7247,    64.99,          0,     0.00,    36.4478,   -37.67,    59.5411,   120.62,    14.8903,    -0.84,    31.7249,  -115.02,          0,     0.00,    36.4478,   142.33
Line.LN6108143-1,    59.5411,   -59.38,    14.8903,   179.16,    30.2794,    65.00,          0,     0.00,    36.7852,   -39.87,    59.5416,   120.61,    14.8908,    -0.84,    30.2797,  -115.01,          0,     0.00,    36.7852,   140.13
Line.LN5562934-1,    59.5416,   -59.39,    14.8908,   179.16,    30.2797,    64.99,          0,     0.00,    36.7852,   -39.87,     59.542,   120.61,    14.8913,    -0.85,      30.28,  -115.01,          0,     0.00,    36.7853,   140.13
Line.LN5649275-1,     59.542,   -59.39,    14.8913,   179.15,      30.28,    64.99,          0,     0.00,    36.7853,   -39.87,    59.5421,   120.61,    14.8913,    -0.85,      30.28,  -115.01,          0,     0.00,    36.7853,   140.13
Line.LN5498301-1,    59.5421,   -59.39,    14.8913,   179.15,      30.28,    64.99,          0,     0.00,    36.7853,   -39.87,    59.5423,   120.61,    14.8915,    -0.85,    30.2801,  -115.01,          0,     0.00,    36.7853,   140.13
Line.LN6108144-1,    59.5423,   -59.39,    14.8915,   179.15,    28.5482,    65.00,          0,     0.00,    37.2608,   -42.45,    59.5429,   120.61,    14.8921,    -0.86,    28.5486,  -115.00,          0,     0.00,    37.2608,   137.55
Line.LN5770318-1,    59.5429,   -59.39,    14.8921,   179.14,    28.5486,    65.00,          0,     0.00,    37.2608,   -42.45,    59.5429,   120.61,    14.8922,    -0.86,    28.5486,  -115.00,          0,     0.00,    37.2608,   137.55
Line.LN6255773-1,    59.5429,   -59.39,    14.8922,   179.14,    28.5486,    65.00,          0,     0.00,    37.2608,   -42.45,    59.5431,   120.61,    14.8924,    -0.86,    28.5487,  -115.00,          0,     0.00,    37.2608,   137.55
Line.LN5532754-1,      56.86,   -59.40,    14.8924,   179.14,     27.682,    65.00,          0,     0.00,    34.9497,   -42.53,    56.8601,   120.60,    14.8925,    -0.87,    27.6821,  -115.00,          0,     0.00,    34.9497,   137.47
Line.LN6290215-1,    56.8601,   -59.40,    14.8925,   179.13,    27.6821,    65.00,          0,     0.00,    34.9497,   -42.53,    56.8609,   120.60,    14.8934,    -0.88,    27.6826,  -115.00,          0,     0.00,    34.9498,   137.47
Line.LN6077782-1,    56.8609,   -59.40,    14.8934,   179.12,    27.6826,    65.00,          0,     0.00,    34.9498,   -42.53,    56.8619,   120.60,    14.8944,    -0.89,    27.6832,  -115.01,          0,     0.00,    34.9498,   137.47
Line.LN6290216-1,      55.07,   -59.40,    14.8944,   179.11,    27.6832,    64.99,          0,     0.00,    33.2385,   -41.64,    55.0701,   120.60,    14.8945,    -0.89,    27.6833,  -115.01,          0,     0.00,    33.2385,   138.36
Line.LN5534970-1,    53.7885,   -59.40,    14.8945,   179.11,    27.6833,    64.99,          0,     0.00,    32.0208,   -40.94,    53.7894,   120.59,    14.8953,    -0.90,    27.6838,  -115.02,          0,     0.00,    32.0209,   139.06
Line.L9191_48332_SW,    53.7894,   -59.41,    14.8953,   179.10,    27.6838,    64.98,          0,     0.00,    32.0209,   -40.94,    53.7894,   120.59,    14.8953,    -0.90,    27.6838,  -115.02,          0,     0.00,    32.0209,   139.06
Line.LN5746548-1,    53.7894,   -59.41,    14.8953,   179.10,    27.6838,    64.98,          0,     0.00,    32.0209,   -40.94,    53.7894,   120.59,    14.8954,    -0.90,    27.6838,  -115.02,          0,     0.00,    32.0209,   139.06
Line.LN6229809-1,    53.7894,   -59.41,    14.8954,   179.10,    27.6838,    64.98,          0,     0.00,    32.0209,   -40.94,    53.7903,   120.59,    14.8963,    -0.91,    27.6844,  -115.02,          0,     0.00,    32.0209,   139.06
Line.LN5926310-2,    0.76908,   -59.41,     2.0862,   178.84,   0.869711,    64.84,          0,     0.00,    1.33519,   172.80,   0.769316,   120.53,    2.08645,    -1.18,   0.869858,  -115.21,          0,     0.00,    1.33518,    -7.20
Line.LN5926310-3,   0.769316,   -59.47,    2.08645,   178.82,   0.869858,    64.79,          0,     0.00,    1.33518,   172.80,   0.769443,   120.50,    2.08659,    -1.19,   0.869937,  -115.24,          0,     0.00,    1.33517,    -7.20
Line.LN5835150-1,    53.0212,   -59.41,    12.8102,   179.13,    26.8146,    64.98,          0,     0.00,    33.1396,   -39.65,    53.0225,   120.59,    12.8115,    -0.89,    26.8154,  -115.03,          0,     0.00,    33.1396,   140.35
Line.LN5472375-1,    53.0225,   -59.41,    12.8115,   179.11,    26.8154,    64.97,          0,     0.00,    33.1396,   -39.65,    53.0226,   120.59,    12.8116,    -0.89,    26.8155,  -115.03,          0,     0.00,    33.1396,   140.35
Line.LN5895789-3,    53.0226,   -59.41,    12.8116,   179.11,    26.8155,    64.97,          0,     0.00,    33.1396,   -39.65,    53.0228,   120.59,    12.8118,    -0.90,    26.8156,  -115.03,          0,     0.00,    33.1397,   140.35
Line.LN5895789-2,    53.0228,   -59.41,    12.8118,   179.10,    26.8156,    64.97,          0,     0.00,    33.1397,   -39.65,    53.0235,   120.58,    12.8126,    -0.91,     26.816,  -115.04,          0,     0.00,    33.1397,   140.35
Line.LN5714056-3,    51.7339,   -59.42,    11.4246,   179.12,    25.3598,    64.97,          0,     0.00,    33.3774,   -39.84,    51.7348,   120.58,    11.4256,    -0.89,    25.3604,  -115.04,          0,     0.00,    33.3774,   140.16
Line.LN5714056-2,    51.7348,   -59.42,    11.4256,   179.11,    25.3604,    64.96,          0,     0.00,    33.3774,   -39.84,     51.735,   120.58,    11.4258,    -0.90,    25.3605,  -115.04,          0,     0.00,    33.3775,   140.16
Line.LN6108150-3,    27.9683,   -59.39,    11.4258,   179.10,    25.3605,    64.96,          0,     0.00,     13.579,    -3.87,    27.9688,   120.60,    11.4263,    -0.91,    25.3608,  -115.04,          0,     0.00,     13.579,   176.13
Line.LN6108150-2,    27.9688,   -59.40,    11.4263,   179.09,    25.3608,    64.96,          0,     0.00,     13.579,    -3.87,    27.9689,   120.60,    11.4264,    -0.91,    25.3609,  -115.04,          0,     0.00,     13.579,   176.13
Line.LN6347196-3,    27.9689,   -59.40,    10.5945,   179.12,    25.3609,    64.96,          0,     0.00,      14.41,    -3.71,    27.9694,   120.60,    10.5951,    -0.89,    25.3612,  -115.05,          0,     0.00,    14.4101,   176.29
Line.LN6347196-2,    27.9694,   -59.40,    10.5951,   179.11,    25.3612,    64.95,          0,     0.00,    14.4101,    -3.71,    27.9696,   120.60,    10.5953,    -0.90,    25.3613,  -115.05,          0,     0.00,    14.4101,   176.29
Line.LN5650219-1,    22.0097,   -59.39,    4.16691,   179.43,    17.2959,    65.00,          0,     0.00,    14.7099,   -12.67,    22.0103,   120.61,    4.16759,    -0.60,    17.2963,  -115.01,          0,     0.00,    14.7099,   167.33
Line.LN5895816-2,    2.60013,   -59.46,    4.17871,   178.91,    3.80959,    64.88,          0,     0.00,    1.78834,   133.87,    2.60024,   120.53,    4.17883,    -1.10,    3.80966,  -115.13,          0,     0.00,    1.78834,   -46.13
Line.LN5895816-3,    2.60024,   -59.47,    4.17883,   178.90,    3.80966,    64.87,          0,     0.00,    1.78834,   133.87,     2.6004,   120.52,      4.179,    -1.10,    3.80976,  -115.14,          0,     0.00,    1.78833,   -46.13
Line.LN5683858-2,     2.6004,   -59.48,      4.179,   178.90,    2.93576,    64.88,          0,     0.00,      1.687,   162.82,    2.60061,   120.50,    4.17923,    -1.11,    2.93589,  -115.13,          0,     0.00,    1.68698,   -17.18
Line.LN5683858-3,    2.60061,   -59.50,    4.17923,   178.89,    2.93589,    64.87,          0,     0.00,    1.68698,   162.82,    2.60074,   120.49,    4.17937,    -1.12,    2.93597,  -115.14,          0,     0.00,    1.68698,   -17.18
Line.LN6286965-1,    2.60074,   -59.51,    2.79058,   178.87,    2.93597,    64.86,          0,     0.00,   0.522054,   115.30,    2.60106,   120.47,    2.79092,    -1.15,    2.93617,  -115.16,          0,     0.00,   0.522051,   -64.70
Line.LN5472403-3,    19.4102,   -59.39,  0.0374317,   -73.57,    12.6131,    65.03,          0,     0.00,    16.1185,   -19.22,    19.4112,   120.61,  0.0340206,   106.43,    12.6136,  -114.98,          0,     0.00,    16.1185,   160.78
Line.LN5472403-2,    19.4112,   -59.39,  0.0340206,   -73.57,    12.6136,    65.02,          0,     0.00,    16.1185,   -19.22,    19.4113,   120.60,  0.0336725,   106.43,    12.6137,  -114.99,          0,     0.00,    16.1185,   160.78
Line.LN5472394-1,    19.4113,   -59.40,  0.0336725,   -73.57,    12.6137,    65.01,          0,     0.00,    16.1185,   -19.22,    19.4113,   120.60,  0.0336516,   106.43,    12.6137,  -114.99,          0,     0.00,    16.1185,   160.78
Line.LN6290233-1,    19.4113,   -59.40,  0.0336516,   -73.57,    10.5709,    65.04,          0,     0.00,    16.0372,   -26.50,    19.4117,   120.60,  0.0319756,   106.42,    10.5711,  -114.97,          0,     0.00,    16.0372,   153.50
Line.LN6411407-1,    12.1668,   -59.34,  0.0319756,   -73.58,    10.5711,    65.03,          0,     0.00,    10.7144,    -4.89,    12.1673,   120.65,  0.0302269,   106.42,    10.5714,  -114.97,          0,     0.00,    10.7144,   175.11
Line.LN5865249-1,    12.1673,   -59.35,  0.0302269,   -73.58,    10.5714,    65.03,          0,     0.00,    10.7144,    -4.89,    12.1678,   120.65,  0.0284587,   106.42,    10.5717,  -114.98,          0,     0.00,    10.7144,   175.11
Line.LN6290217-1,    6.72378,   -59.35,  0.0284587,   -73.58,    10.5717,    65.02,          0,     0.00,    8.75456,    25.51,    6.72454,   120.63,  0.0257034,   106.41,    10.5722,  -115.00,          0,     0.00,     8.7546,  -154.49
Line.LN6108145-1,    5.94914,   -59.34,  0.0257034,   -73.59,    10.5722,    65.00,          0,     0.00,    8.72286,    30.59,    5.94961,   120.64,  0.0239995,   106.41,    10.5725,  -115.01,          0,     0.00,    8.72288,  -149.41
